Timestamp,Gender,Age,Education level,Field of occupation,Occupation level,Country of Residence,Which of the following mobile phone app uses AI in its operations,Can an AI tool determine if you have risk of Pneumonia by examining your chest x-rays?,"When you try to unlock your mobile phone using a pin, does an underline AI tool make that decision?",Think about the advertisements you see when you are on the internet. Are those selected by AI tools?,Assume that an AI system makes decisions for you in your day-to-day activities. How important is it to know the reasons behind such decisions?,Assume that an AI system makes decisions for you in your day-to-day activities. When do you need an explanation for such a decision?,A person is discharged from the hospital after a hospital stay of more than a week. An AI system predicts that he will be readmitted within the next 30 days.,An online clothing store recommends dresses to its customer with the help of an AI system. Suppose this system recommends the dress in Figure 1,A company decides the salary of its new recruits using an AI system. For one employee the AI systems decided to pay less than $50k per annum. ,An AI system developed to recognize different pets has recognized the animal in Figure 1 as a Cat.,"Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Financial impact]","Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Medical impact]","Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Legal impact]","Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Social posting  impact (fb/ig)]","Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Time Wasted]",Which kind of explanations about the AI system would you like to see? ,What kind of explanation is more useful for you?,"Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [A surveillance system detecting suspicious person at public places.]","Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [A smartwatch detecting Atrial fibrillation (a common heart rhythm disorder that elevates stroke risk) in stroke survivors.]","Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [A remote monitoring systems in tunnels alerting maintenance requirements.]","Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [An intelligent virtual assistant helping to operate home appliances.]","Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [A parking slot recommendation systems in the city area.]",I expect explanations to be,Are there any comments or concerns you would like to raise about XAI?
3/30/2022 15:06,Female,32,Completed Undergraduate Degree,Computer and Mathematical,Middle level,Sri Lanka,Email,Yes,No,Yes,Very important,I need an explanation for both decisions,(b),(b),(b),(a),1,1,1,4,4,Explanation per decision if requested,An explanation explaining why AI made a certain decision,1,1,1,3,3,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Interactive - Allow me to understand reasoning of the AI system in different granularities, It depends on the scenario/context, different scenarios require different explanation level.",
3/30/2022 15:42,Female,27,Completed Undergraduate Degree,Computer and Mathematical,Entry level,Sri Lanka,None of the above,Yes,No,No,Very important,I need an explanation for both decisions,(a),(a),(a),(a),2,3,3,2,2,Explanation per decision if requested,An explanation explaining how you can change AI's decision in the future,2,2,1,2,1,"Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level.",
3/30/2022 16:34,Female,30,Completed Post Graduate Degree,Healthcare Practitioners and Technical,Management level,Sri Lanka,Email,Yes,Yes,Yes,Neutral,I need an explanation when I do not get the decision I expected,(b),(a),(a),(b),3,5,5,2,1,Explanation per decision if requested,An explanation explaining how you can change AI's decision in the future,5,5,3,3,2,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, I would like to have easy to understand explanations, but with some technical aspects as well.",
3/30/2022 16:49,Male,67,Completed Post Graduate Degree,"Arts, Design, Entertainment, Sports, and Media",Executive level,Sri Lanka,All of the above,Yes,No,Yes,Neutral,I need an explanation when I do not get the decision I expected,(a),(b),(a),(a),2,2,3,3,2,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,2,1,2,2,1,"Easy to understand - Expect no technical expertise from me, Interactive - Allow me to understand reasoning of the AI system in different granularities, It depends on the scenario/context, different scenarios require different explanation level.",
3/30/2022 17:04,Female,40,Completed Post Graduate Degree,Office and Administrative Support,Middle level,Australia,All of the above,Yes,Yes,Yes,Very important,I need an explanation when I get the decision I expected,(a),(b),(b),(a),5,5,5,3,2,An overall explanation of how the AI system works - once for the application,An explanation explaining how you can change AI's decision in the future,5,5,5,3,3,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities",
3/30/2022 18:02,Male,22,Completed High School,Healthcare Practitioners and Technical,Entry level,Sri Lanka,Calculator,No,Yes,No,Very important,I need an explanation when I do not get the decision I expected,(b),(a),(a),(b),2,1,3,3,2,Explanation per decision if requested,An explanation explaining why AI made a certain decision,1,3,3,3,3,Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity,
3/30/2022 18:06,Male,24,Completed High School,Healthcare Practitioners and Technical,Unoccupied,Sri Lanka,Calculator,No,No,No,Not important,I need an explanation for both decisions,(b),(b),(a),(a),3,2,2,2,2,An overall explanation of how the AI system works - once for the application,An explanation explaining how you can change AI's decision in the future,3,2,2,2,2,Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity,
3/30/2022 18:06,Female,21,Completed Undergraduate Degree,Architecture and Engineering,,Sri Lanka,All of the above,Yes,Yes,Yes,Very important,I need an explanation when I do not get the decision I expected,(a),(a),(a),(a),1,1,3,4,1,An explanation for every decision made by the AI system - once per decision,An explanation explaining how you can change AI's decision in the future,4,3,4,5,5,,
3/30/2022 18:19,Male,31,Completed Undergraduate Degree,Healthcare Practitioners and Technical,Management level,Sri Lanka,None of the above,Yes,No,Yes,Very important,I need an explanation when I get the decision I expected,(b),(a),(b),(a),3,2,3,2,3,"An overall explanation of how the AI system works - once for the application, Explanation per decision if requested",An explanation explaining how you can change AI's decision in the future,2,2,2,2,2,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples",
3/30/2022 18:31,Female,29,Completed Undergraduate Degree,Healthcare Practitioners and Technical,Entry level,Sri Lanka,All of the above,No,Yes,No,Important,I need an explanation for both decisions,(b),(a),(b),(a),2,5,3,3,3,An explanation for every decision made by the AI system - once per decision,An explanation explaining how you can change AI's decision in the future,1,4,3,3,1,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level.",
3/30/2022 18:44,Female,28,Completed Undergraduate Degree,Healthcare Practitioners and Technical,Middle level,Sri Lanka,Calculator,No,Yes,No,Very important,I need an explanation when I get the decision I expected,(b),(b),(b),(a),1,1,1,1,4,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,2,3,3,3,3,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level.",
3/30/2022 19:18,Female,22,Completed Undergraduate Degree,Computer and Mathematical,Management level,Sri Lanka,Calculator,Yes,Yes,Yes,Neutral,I need an explanation when I do not get the decision I expected,(a),(b),(a),(b),3,3,3,3,3,An explanation for every decision made by the AI system - once per decision,An explanation explaining why AI made a certain decision,3,3,3,3,3,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system",
3/30/2022 20:25,Male,22,Completed Undergraduate Degree,Computer and Mathematical,Entry level,Sri Lanka,None of the above,Yes,No,Yes,Important,I don't need explanations,(a),(a),(b),(b),2,4,5,5,4,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,3,2,3,1,1,Easy to understand - Expect no technical expertise from me,
3/30/2022 20:34,Male,26,Completed Undergraduate Degree,Architecture and Engineering,Middle level,Sri Lanka,Email,Yes,No,Yes,Important,I need an explanation when I get the decision I expected,(b),(b),(b),(a),2,1,1,2,2,Explanation per decision if requested,An explanation explaining why AI made a certain decision,1,1,1,3,2,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Discriminative - State Specific reasons influence the different decisions of AI system, I'd like to see other options that I have in some scenarios (maybe percentage wise), It depends on the scenario/context, different scenarios require different explanation level.",
3/30/2022 20:35,Female,29,Completed Post Graduate Degree,Computer and Mathematical,Middle level,United Kingdom,Email,Yes,No,Yes,Very important,I need an explanation for both decisions,(b),(b),(b),(b),2,1,1,1,2,Explanation per decision if requested,An explanation explaining why AI made a certain decision,1,3,2,4,4,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level.",
3/30/2022 20:39,Female,32,Completed Post Graduate Degree,Architecture and Engineering,Executive level,Sri Lanka,All of the above,Yes,No,No,Important,I need an explanation for both decisions,(b),(b),(b),(a),1,1,4,1,1,Explanation per decision if requested,An explanation explaining why AI made a certain decision,1,1,1,1,1,"Easy to understand - Expect no technical expertise from me, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, I'd like to see other options that I have in some scenarios (maybe percentage wise)",
3/30/2022 20:42,Male,28,Completed Undergraduate Degree,Computer and Mathematical,Unoccupied,Australia,Email,Yes,No,Yes,Very important,I need an explanation when I do not get the decision I expected,(a),(b),(a),(a),1,1,1,4,4,"An overall explanation of how the AI system works - once for the application, An explanation for every decision made by the AI system - once per decision, Explanation per decision if requested",An explanation explaining why AI made a certain decision,4,2,1,2,3,"Easy to understand - Expect no technical expertise from me, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Interactive - Allow me to understand reasoning of the AI system in different granularities, It depends on the scenario/context, different scenarios require different explanation level.",Its a good survey.
3/30/2022 20:43,Male,27,Completed Undergraduate Degree,Production,Executive level,Sri Lanka,All of the above,No,No,No,Neutral,I need an explanation when I do not get the decision I expected,(b),(b),(a),(b),3,4,3,4,4,"An overall explanation of how the AI system works - once for the application, An explanation for every decision made by the AI system - once per decision, Explanation per decision if requested",An explanation explaining how you can change AI's decision in the future,2,3,4,3,3,"Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities",
3/30/2022 21:12,Male,30,Completed Undergraduate Degree,Computer and Mathematical,Middle level,Sri Lanka,Clock,Yes,No,Yes,Very important,I need an explanation for both decisions,(b),(b),(b),(a),5,5,5,3,3,"An overall explanation of how the AI system works - once for the application, Explanation per decision if requested",An explanation explaining how you can change AI's decision in the future,4,5,4,3,2,"Easy to understand - Expect no technical expertise from me, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Interactive - Allow me to understand reasoning of the AI system in different granularities, It depends on the scenario/context, different scenarios require different explanation level.",
3/30/2022 21:56,Male,28,Completed Undergraduate Degree,Architecture and Engineering,Entry level,Sri Lanka,None of the above,Yes,No,Yes,Very important,I need an explanation for both decisions,(b),(b),(a),(a),1,1,1,3,2,Explanation per decision if requested,An explanation explaining why AI made a certain decision,1,1,2,3,3,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Consistent - Provide similar explanations for similar/neighboring examples",No
3/30/2022 22:15,Female,31,Completed Post Graduate Degree,Computer and Mathematical,Entry level,Australia,All of the above,Yes,No,Yes,Very important,I need an explanation when I do not get the decision I expected,(b),(b),(a),(b),1,1,1,2,2,Explanation per decision if requested,An explanation explaining why AI made a certain decision,3,1,3,3,3,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), It depends on the scenario/context, different scenarios require different explanation level., Be transparent about potential biases associated with both the results and explanations",
3/30/2022 22:23,Female,39,Completed Post Graduate Degree,Computer and Mathematical,Management level,United States,Email,Yes,No,Yes,Very important,I need an explanation when I get the decision I expected,(a),(b),(b),(b),1,1,1,5,1,Explanation per decision if requested,An explanation explaining why AI made a certain decision,4,1,1,1,1,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities",
3/30/2022 22:51,Female,33,Completed Post Graduate Degree,Computer and Mathematical,Middle level,Canada,Email,Yes,Yes,Yes,Important,I need an explanation for both decisions,(a),(b),(a),(a),1,1,1,3,2,"An overall explanation of how the AI system works - once for the application, Explanation per decision if requested",An explanation explaining why AI made a certain decision,1,1,1,2,3,"Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), It depends on the scenario/context, different scenarios require different explanation level., Be transparent about potential biases associated with both the results and explanations",I think XAI would make people believe and trust AI systems more. That would in a way assure general community that AI is not just about prying on privacy.
3/30/2022 23:00,Male,37,Completed Post Graduate Degree,Computer and Mathematical,Middle level,Singapore,Email,Yes,No,Yes,Very important,I need an explanation for both decisions,(a),(b),(b),(a),1,1,1,2,3,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,1,2,3,4,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, I'd like to see other options that I have in some scenarios (maybe percentage wise), I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level., Be transparent about potential biases associated with both the results and explanations",
3/30/2022 23:29,Female,29,Completed Undergraduate Degree,Healthcare Practitioners and Technical,Executive level,Sri Lanka,All of the above,Yes,Yes,Yes,Neutral,I need an explanation when I do not get the decision I expected,(b),(b),(b),(b),2,2,2,2,2,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,1,2,1,2,1,Easy to understand - Expect no technical expertise from me,
3/30/2022 23:32,Male,59,Completed Post Graduate Degree,"Life, Physical, and Social Science",Executive level,Sri Lanka,Email,Yes,Yes,Yes,Important,I need an explanation for both decisions,(a),(b),(b),(b),3,1,1,3,2,An overall explanation of how the AI system works - once for the application,An explanation explaining how you can change AI's decision in the future,2,1,2,2,1,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, It depends on the scenario/context, different scenarios require different explanation level.",
3/30/2022 23:32,Female,40,Completed Post Graduate Degree,Other,Middle level,United Kingdom,All of the above,Yes,Yes,Yes,Very important,I need an explanation for both decisions,(b),(b),(a),(a),1,1,1,1,1,Explanation per decision if requested,An explanation explaining why AI made a certain decision,1,1,1,1,1,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level., Be transparent about potential biases associated with both the results and explanations",
3/30/2022 23:36,Male,26,Completed Undergraduate Degree,Unoccupied,Unoccupied,Sri Lanka,All of the above,Yes,Yes,Yes,Important,I need an explanation for both decisions,(a),(b),(a),(b),3,3,2,2,3,An explanation for every decision made by the AI system - once per decision,An explanation explaining how you can change AI's decision in the future,2,1,3,3,2,Easy to understand - Expect no technical expertise from me,
3/31/2022 0:03,Female,40,Completed Undergraduate Degree,Healthcare Practitioners and Technical,Executive level,Sri Lanka,All of the above,No,Yes,Yes,Very important,I need an explanation for both decisions,(a),(a),(a),(a),1,1,1,1,1,Explanation per decision if requested,An explanation explaining how you can change AI's decision in the future,1,1,1,1,1,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level., Be transparent about potential biases associated with both the results and explanations",
3/31/2022 4:17,Female,24,Completed Undergraduate Degree,Unoccupied,Unoccupied,Sri Lanka,None of the above,Yes,Yes,Yes,Important,I need an explanation for both decisions,(b),(b),(b),(a),2,2,2,2,2,Explanation per decision if requested,An explanation explaining why AI made a certain decision,3,2,2,3,2,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, It depends on the scenario/context, different scenarios require different explanation level., Be transparent about potential biases associated with both the results and explanations",
3/31/2022 6:24,Male,32,Completed Post Graduate Degree,"Life, Physical, and Social Science",Management level,Sri Lanka,All of the above,Yes,Yes,Yes,Very important,I need an explanation when I do not get the decision I expected,(a),(b),(a),(a),1,2,4,1,1,Explanation per decision if requested,An explanation explaining how you can change AI's decision in the future,1,1,1,1,1,"Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Interactive - Allow me to understand reasoning of the AI system in different granularities, I would like to have easy to understand explanations, but with some technical aspects as well., Be transparent about potential biases associated with both the results and explanations",
3/31/2022 6:45,Female,42,Completed Undergraduate Degree,Computer and Mathematical,Middle level,Australia,None of the above,Yes,Yes,Yes,Very important,I need an explanation for both decisions,(b),(b),(a),(a),1,1,1,3,3,"An overall explanation of how the AI system works - once for the application, An explanation for every decision made by the AI system - once per decision, Explanation per decision if requested",An explanation explaining why AI made a certain decision,3,1,2,3,3,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Consistent - Provide similar explanations for similar/neighboring examples, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), Be transparent about potential biases associated with both the results and explanations",
3/31/2022 6:47,Male,41,Completed Post Graduate Degree,Computer and Mathematical,Middle level,Singapore,Email,Yes,No,No,Very important,I need an explanation for both decisions,(b),(b),(b),(a),1,1,1,3,3,"An overall explanation of how the AI system works - once for the application, Explanation per decision if requested",An explanation explaining how you can change AI's decision in the future,1,2,2,2,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, I'd like to see other options that I have in some scenarios (maybe percentage wise), It depends on the scenario/context, different scenarios require different explanation level.","The decision might be very subjective to people. Thus it might need to consider the person educational background and experience. For some people, the decision given by AI might be right but other might not accept. May be let user choose the different option and ask why he choose that alternative option to consider in next decision taking his/her background as well."
3/31/2022 7:27,Male,41,Completed Post Graduate Degree,Computer and Mathematical,Management level,India,All of the above,Yes,Yes,Yes,Very important,I need an explanation for both decisions,(a),(a),(b),(a),1,1,1,2,2,"An overall explanation of how the AI system works - once for the application, Explanation per decision if requested",An explanation explaining why AI made a certain decision,1,2,1,1,2,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Interactive - Allow me to understand reasoning of the AI system in different granularities",NA
3/31/2022 7:40,Female,37,Completed Undergraduate Degree,Architecture and Engineering,Middle level,Sri Lanka,Email,Yes,No,Yes,Very important,I need an explanation for both decisions,(b),(b),(b),(b),4,4,4,3,3,Explanation per decision if requested,An explanation explaining why AI made a certain decision,2,2,1,3,5,"Easy to understand - Expect no technical expertise from me, Consistent - Provide similar explanations for similar/neighboring examples, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), It depends on the scenario/context, different scenarios require different explanation level., Be transparent about potential biases associated with both the results and explanations",
3/31/2022 8:58,Female,26,Completed Undergraduate Degree,Computer and Mathematical,Entry level,Sri Lanka,Email,Yes,No,Yes,Important,I need an explanation for both decisions,(b),(a),(a),(a),1,1,1,2,1,"An overall explanation of how the AI system works - once for the application, Explanation per decision if requested",An explanation explaining why AI made a certain decision,2,1,3,3,3,"Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level., Be transparent about potential biases associated with both the results and explanations",
3/31/2022 9:06,Female,31,Completed Post Graduate Degree,"Life, Physical, and Social Science",Entry level,Sri Lanka,All of the above,No,Yes,No,Very important,I need an explanation when I get the decision I expected,(a),(a),(a),(a),3,1,2,5,4,An overall explanation of how the AI system works - once for the application,An explanation explaining how you can change AI's decision in the future,1,2,5,5,3,"Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level.",
3/31/2022 9:23,Male,35,Completed Post Graduate Degree,Computer and Mathematical,Entry level,Singapore,Email,Yes,No,Yes,Very important,I need an explanation for both decisions,(b),(b),(a),(a),2,1,3,4,5,"An explanation for every decision made by the AI system - once per decision, Explanation per decision if requested",An explanation explaining why AI made a certain decision,2,1,3,4,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Interactive - Allow me to understand reasoning of the AI system in different granularities",
3/31/2022 11:20,Female,27,Completed Post Graduate Degree,Computer and Mathematical,Entry level,Sri Lanka,None of the above,Yes,Yes,Yes,Not important at all,I need an explanation when I do not get the decision I expected,(a),(a),(a),(a),1,1,2,3,3,Explanation per decision if requested,An explanation explaining how you can change AI's decision in the future,2,1,3,3,2,"Easy to understand - Expect no technical expertise from me, It depends on the scenario/context, different scenarios require different explanation level.",
3/31/2022 13:45,Male,31,Completed Undergraduate Degree,Architecture and Engineering,Middle level,Australia,Email,Yes,No,Yes,Very important,I need an explanation for both decisions,(b),(b),(a),(a),1,1,2,3,4,"An overall explanation of how the AI system works - once for the application, Explanation per decision if requested",An explanation explaining why AI made a certain decision,2,1,2,3,3,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level.",
3/31/2022 16:16,Female,41,Completed Post Graduate Degree,Healthcare Practitioners and Technical,Executive level,Sri Lanka,None of the above,Yes,Yes,Yes,Important,I need an explanation for both decisions,(b),(a),(a),(a),5,5,5,3,5,"An overall explanation of how the AI system works - once for the application, Explanation per decision if requested",An explanation explaining why AI made a certain decision,5,5,5,4,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, I'd like to see other options that I have in some scenarios (maybe percentage wise), Be transparent about potential biases associated with both the results and explanations",
3/31/2022 16:21,Female,28,Completed Undergraduate Degree,"Education, Training, and Library",Entry level,Sri Lanka,All of the above,Yes,Yes,Yes,Neutral,I need an explanation when I get the decision I expected,(a),(b),(b),(b),3,3,3,3,3,An explanation for every decision made by the AI system - once per decision,An explanation explaining how you can change AI's decision in the future,2,2,2,2,2,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, I'd like to see other options that I have in some scenarios (maybe percentage wise), I would like to have easy to understand explanations, but with some technical aspects as well.",
3/31/2022 17:10,Female,35,Completed Undergraduate Degree,"Education, Training, and Library",Entry level,Australia,None of the above,Yes,No,Yes,Important,I need an explanation when I do not get the decision I expected,(b),(b),(b),(a),1,1,2,5,3,"An overall explanation of how the AI system works - once for the application, Explanation per decision if requested",An explanation explaining why AI made a certain decision,1,2,3,4,5,"Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), It depends on the scenario/context, different scenarios require different explanation level.",
3/31/2022 18:46,Male,22,Completed Undergraduate Degree,Business and Financial Operations,Middle level,Sri Lanka,Email,No,Yes,No,Neutral,I don't need explanations,(a),(b),(a),(b),3,3,3,3,3,An explanation for every decision made by the AI system - once per decision,An explanation explaining why AI made a certain decision,3,3,3,3,3,Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity,
3/31/2022 18:57,Male,21,Completed Undergraduate Degree,Computer and Mathematical,Entry level,Sri Lanka,None of the above,No,No,No,Very important,I need an explanation for both decisions,(a),(b),(a),(a),5,5,5,2,5,Explanation per decision if requested,An explanation explaining why AI made a certain decision,3,2,5,1,2,"Easy to understand - Expect no technical expertise from me, I'd like to see other options that I have in some scenarios (maybe percentage wise), It depends on the scenario/context, different scenarios require different explanation level.",Nope
